Topic,Subtopic,ShortQuestionText,Greater_Risk_Question,Description,Data_Value_Symbol,Data_Value_Type,Greater_Risk_Data_Value,Greater_Risk_Low_Confidence_Limit,Greater_Risk_High_Confidence_Limit,Lesser_Risk_Question,Lesser_Risk_Data_Value,Lesser_Risk_Data_Value_Footnote_Symbol,Lesser_Risk_Data_Value_Footnote,Lesser_Risk_Low_Confidence_Limit,Lesser_Risk_High_Confidence_Limit,Sample_Size,Sex,Race,Grade,SexualIdentity,SexOfSexualContacts
Alcohol and Other Drug Use,Other Drug Use,Current marijuana use,Currently used marijuana,"also called grass, pot, or weed, one or more times during the 30 days before the survey",%,Percentage,25.5303,15.1613,39.6745,Did not currently use marijuana,74.4697,,,60.3255,84.8387,62,Total,Black or African American,12th,Total,Opposite sex only
Alcohol and Other Drug Use,Other Drug Use,Illegal drugs at school,"Were offered, sold, or given an illegal drug on school property",during the 12 months before the survey,%,Percentage,25.5344,14.8471,40.276,"Were not offered, sold, or given an illegal drug on school property",74.4656,,,59.724,85.1529,42,Female,Hispanic or Latino,12th,Total,Opposite sex only
Physical Activity,Physical Activity,Physical activity,Were not physically active for a total of at least 60 minutes on at least 1 day,"doing any kind of physical activity that increased their heart rate and made them breathe hard some of the time, during the 7 days before the survey",%,Percentage,25.6213,12.5056,45.3611,Were physically active for a total of at least 60 minutes on at least 1 day,74.3787,,,54.6389,87.4944,41,Female,Hispanic or Latino,12th,Total,Opposite sex only
Alcohol and Other Drug Use,Other Drug Use,Illegal drugs at school,"Were offered, sold, or given an illegal drug on school property",during the 12 months before the survey,%,Percentage,25.6543,14.2637,41.7154,"Were not offered, sold, or given an illegal drug on school property",74.3457,,,58.2846,85.7363,31,Male,Black or African American,12th,Total,Opposite sex only
"Obesity, Overweight, and Weight Control",Obesity and Overweight,Overweight,Were overweight,"students who were >= 85th percentile but <95th percentile for body mass index, based on sex- and age-specific reference data from the 2000 CDC growth charts",%,Percentage,25.6571,18.7351,34.0647,NULL,74.3429,,,65.9353,81.2649,114,Total,Hispanic or Latino,12th,Total,Total
"Obesity, Overweight, and Weight Control",Obesity and Overweight,Overweight,Were overweight,"students who were >= 85th percentile but <95th percentile for body mass index, based on sex- and age-specific reference data from the 2000 CDC growth charts",%,Percentage,25.6678,18.1541,34.9629,NULL,74.3322,,,65.0371,81.8459,71,Total,Hispanic or Latino,12th,Total,Opposite sex only
Unintentional Injuries and Violence,Suicide-Related Behaviors,Sad or hopeless,Felt sad or hopeless,"almost every day for 2 weeks or more in a row so that they stopped doing some usual activities, during the 12 months before the survey",%,Percentage,25.6759,15.9822,38.5513,Did not feel sad or hopeless,74.3241,,,61.4487,84.0178,72,Total,Hispanic or Latino,12th,Total,Opposite sex only
Alcohol and Other Drug Use,Alcohol Use,Current binge drinking,Reported current binge drinking,"four or more drinks of alcohol in a row (if they were female) or five or more drinks of alcohol in a row (if they were male), within a couple of hours, on at least 1 day during the 30 days before the survey",%,Percentage,25.6825,14.8615,40.6231,Did not report current binge drink,74.3175,,,59.3769,85.1385,41,Female,Hispanic or Latino,12th,Total,Opposite sex only
Physical Activity,Physical Activity,Television watching,Watched television 3 or more hours per day,on an average school day,%,Percentage,25.723,19.4017,33.2539,Did not watch television 3 or more hours per day,74.277,,,66.7461,80.5983,51,Female,Hispanic or Latino,12th,Heterosexual (straight),Total
Unintentional Injuries and Violence,Suicide-Related Behaviors,Sad or hopeless,Felt sad or hopeless,"almost every day for 2 weeks or more in a row so that they stopped doing some usual activities, during the 12 months before the survey",%,Percentage,25.8076,19.2345,33.69,Did not feel sad or hopeless,74.1924,,,66.31,80.7655,188,Total,Total,12th,Total,Opposite sex only
Other Health Topics,Oral Health Care,Oral health care,N/A,"for a check-up, exam, teeth cleaning, or other dental work, during the 12 months before the survey",%,Percentage,25.8548,20.6337,31.8665,Saw a dentist,74.1452,,,68.1335,79.3663,184,Total,Total,12th,Total,Opposite sex only
Other Health Topics,Oral Health Care,Oral health care,N/A,"for a check-up, exam, teeth cleaning, or other dental work, during the 12 months before the survey",%,Percentage,25.8641,19.0076,34.1511,Saw a dentist,74.1359,,,65.8489,80.9924,194,Total,Total,12th,Total,Opposite sex only
Alcohol and Other Drug Use,Other Drug Use,Current marijuana use,Currently used marijuana,"also called grass, pot, or weed, one or more times during the 30 days before the survey",%,Percentage,25.8905,17.651,36.2815,Did not currently use marijuana,74.1095,,,63.7185,82.349,141,Female,Total,12th,Heterosexual (straight),Total
Other Health Topics,Oral Health Care,Oral health care,N/A,"for a check-up, exam, teeth cleaning, or other dental work, during the 12 months before the survey",%,Percentage,25.9243,18.6343,34.845,Saw a dentist,74.0757,,,65.155,81.3657,137,Female,Total,12th,Heterosexual (straight),Total
Other Health Topics,Oral Health Care,Oral health care,N/A,"for a check-up, exam, teeth cleaning, or other dental work, during the 12 months before the survey",%,Percentage,25.9824,16.9905,37.5787,Saw a dentist,74.0176,,,62.4213,83.0095,71,Total,Hispanic or Latino,12th,Total,Opposite sex only
Dietary Behaviors,Breakfast,Breakfast eating,Did not eat breakfast,during the 7 days before the survey,%,Percentage,26.0508,14.4051,42.4429,Ate breakfast on one or more days,73.9492,,,57.5571,85.5949,37,Total,Black or African American,12th,Total,No sexual contact
Unintentional Injuries and Violence,Behaviors that Contribute to Unintentional Injuries,Seat belt use,Rarely or never wore a seat belt,when riding in a car driven by someone else,%,Percentage,26.0725,17.6688,36.692,"Sometimes, most of the time, or always wore a seat belt",73.9275,,,63.308,82.3312,63,Total,Black or African American,12th,Total,Opposite sex only
Physical Activity,Physical Activity,Television watching,Watched television 3 or more hours per day,on an average school day,%,Percentage,26.0811,14.9769,41.4085,Did not watch television 3 or more hours per day,73.9189,,,58.5915,85.0231,67,Female,Total,12th,Total,No sexual contact
Unintentional Injuries and Violence,Behaviors that Contribute to Violence,Weapon carrying,Carried a weapon,"such as a gun, knife, or club, on at least 1 day during the 30 days before the survey",%,Percentage,26.0925,14.1015,43.1571,Did not carry a weapon,73.9075,,,56.8429,85.8985,39,Male,Hispanic or Latino,12th,Total,Opposite sex only
Dietary Behaviors,Milk,No milk drinking,Did not drink milk,"counting milk in a glass or cup, from a carton, or with cereal and counting the half pint of milk served at school as equal to one glass, during the 7 days before the survey",%,Percentage,26.1012,13.7641,43.8707,Drank milk,73.8988,,,56.1293,86.2359,39,Male,Total,12th,Total,No sexual contact
Alcohol and Other Drug Use,Other Drug Use,Ever prescription pain medicine use,Ever took prescription pain medicine without a doctor's prescription or differently than how a doctor told them to use it,"counting drugs such as codeine, Vicodin, Oxycontin, Hydrocodone, and Percocet, one or more times during their life",%,Percentage,26.1729,13.8315,43.9142,Never took prescription pain medicine without a doctor's prescription or differently than how a doctor told them to  use it,73.8271,,,56.0858,86.1685,33,Total,Total,12th,Total,Same sex only or both sexes
Physical Activity,Physical Activity,Television watching,Watched television 3 or more hours per day,on an average school day,%,Percentage,26.1771,18.9049,35.0379,Did not watch television 3 or more hours per day,73.8229,,,64.9621,81.0951,174,Female,Total,12th,Total,Total
Physical Activity,Physical Activity,Physical activity,Were not physically active for a total of at least 60 minutes on at least 1 day,"doing any kind of physical activity that increased their heart rate and made them breathe hard some of the time, during the 7 days before the survey",%,Percentage,26.2522,17.977,36.6354,Were physically active for a total of at least 60 minutes on at least 1 day,73.7478,,,63.3646,82.023,187,Total,Total,12th,Total,Opposite sex only
Other Health Topics,Oral Health Care,Oral health care,N/A,"for a check-up, exam, teeth cleaning, or other dental work, during the 12 months before the survey",%,Percentage,26.2713,20.4951,32.9997,Saw a dentist,73.7287,,,67.0003,79.5049,346,Total,Total,12th,Total,Total
Unintentional Injuries and Violence,Behaviors that Contribute to Violence,Forced sexual intercourse,Were ever physically forced to have sexual intercourse,when they did not want to,%,Percentage,26.2721,15.2974,41.2827,Were never physically forced to have sexual intercourse,73.7279,,,58.7173,84.7026,32,Total,Total,12th,Total,Same sex only or both sexes
Unintentional Injuries and Violence,Suicide-Related Behaviors,Sad or hopeless,Felt sad or hopeless,"almost every day for 2 weeks or more in a row so that they stopped doing some usual activities, during the 12 months before the survey",%,Percentage,26.2792,19.8877,33.8568,Did not feel sad or hopeless,73.7208,,,66.1432,80.1123,121,Total,Hispanic or Latino,12th,Total,Total
Dietary Behaviors,Milk,No milk drinking,Did not drink milk,"counting milk in a glass or cup, from a carton, or with cereal and counting the half pint of milk served at school as equal to one glass, during the 7 days before the survey",%,Percentage,26.2883,9.2193,55.6032,Drank milk,73.7117,,,44.3968,90.7807,36,Total,White,12th,Heterosexual (straight),Total
Unintentional Injuries and Violence,Behaviors that Contribute to Unintentional Injuries,Riding with a drinking driver,Rode with a driver who had been drinking alcohol,"in a car or other vehicle, one or more times during the 30 days before the survey",%,Percentage,26.3216,16.7814,38.7594,Did not ride with a driver who had been drinking alcohol,73.6784,,,61.2406,83.2186,39,Male,Hispanic or Latino,12th,Total,Opposite sex only
Other Health Topics,Asthma,Asthma,Were ever told by a doctor or nurse that they had asthma,NULL,%,Percentage,26.3268,19.6348,34.3253,Were never told by a doctor or nurse that they had asthma,73.6732,,,65.6747,80.3652,56,Female,Hispanic or Latino,12th,Heterosexual (straight),Total
Alcohol and Other Drug Use,Alcohol Use,Current alcohol use,Currently drank alcohol,"at least one drink of alcohol, on at least 1 day during the 30 days before the survey",%,Percentage,26.3543,18.5924,35.9264,Did not currently drink alcohol,73.6457,,,64.0736,81.4076,110,Total,Black or African American,12th,Total,Total
Physical Activity,Physical Activity,Television watching,Watched television 3 or more hours per day,on an average school day,%,Percentage,26.3844,20.2562,33.5858,Did not watch television 3 or more hours per day,73.6156,,,66.4142,79.7438,115,Total,Hispanic or Latino,12th,Total,Total
Sexual Behaviors,Sexual Behaviors,Condom use,Did not use a condom during last sexual intercourse,among students who were currently sexually active,%,Percentage,26.4087,16.4957,39.4635,Used a condom during last sexual intercourse,73.5913,,,60.5365,83.5043,47,Male,Total,12th,Heterosexual (straight),Total
Unintentional Injuries and Violence,Behaviors that Contribute to Unintentional Injuries,Riding with a drinking driver,Rode with a driver who had been drinking alcohol,"in a car or other vehicle, one or more times during the 30 days before the survey",%,Percentage,26.4233,20.0383,33.9783,Did not ride with a driver who had been drinking alcohol,73.5767,,,66.0217,79.9617,119,Total,Hispanic or Latino,12th,Total,Total
"Obesity, Overweight, and Weight Control",Obesity and Overweight,Overweight,Were overweight,"students who were >= 85th percentile but <95th percentile for body mass index, based on sex- and age-specific reference data from the 2000 CDC growth charts",%,Percentage,26.4318,15.6157,41.0914,NULL,73.5682,,,58.9086,84.3843,33,Total,Total,12th,"Gay, lesbian, or bisexual",Total
"Obesity, Overweight, and Weight Control",Obesity and Overweight,Overweight,Were overweight,"students who were >= 85th percentile but <95th percentile for body mass index, based on sex- and age-specific reference data from the 2000 CDC growth charts",%,Percentage,26.4334,19.3685,34.9581,NULL,73.5666,,,65.0419,80.6315,103,Total,Hispanic or Latino,12th,Heterosexual (straight),Total
Alcohol and Other Drug Use,Alcohol Use,Source of alcohol,Usually got the alcohol they drank by someone giving it to them,"during the 30 days before the survey, among students who currently drank alcohol",%,Percentage,26.4348,18.1158,36.8545,Did not usually get the alcohol they drank by someone giving it to them,73.5652,,,63.1455,81.8842,47,Male,Total,12th,Heterosexual (straight),Total
Physical Activity,Physical Activity,Television watching,Watched television 3 or more hours per day,on an average school day,%,Percentage,26.4446,21.1086,32.5727,Did not watch television 3 or more hours per day,73.5554,,,67.4273,78.8914,104,Total,Hispanic or Latino,12th,Heterosexual (straight),Total
Other Health Topics,Asthma,Asthma,Were ever told by a doctor or nurse that they had asthma,NULL,%,Percentage,26.4992,20.1008,34.066,Were never told by a doctor or nurse that they had asthma,73.5008,,,65.934,79.8992,193,Total,Total,12th,Total,Opposite sex only
